ID_Venda;Data_Venda;ID_Cliente;ID_Produto;Quantidade;Preco_Unitario;Valor_Total;Desconto;Canal;Vendedor
364;2025-05-22;295;17;1;31.01;27.91;0.1;Loja Física;Juliana
365;2022-08-08;167;72;2;762.45;1296.16;0.15;Loja Física;Marcos
366;2024-12-27;237;52;1;464.07;417.66;0.1;Online;Ana Paula
367;2025-06-25;125;71;2;639.85;1279.7;0.0;Online;Juliana
368;2022-05-16;175;27;1;148.73;118.98;0.2;WhatsApp;Rafaela
369;2024-06-01;402;56;1;969.82;872.84;0.1;Online;Rafaela
370;2023-04-29;89;85;3;347.91;887.17;0.15;Loja Física;Carlos
371;2025-03-21;429;63;2;128.52;257.04;0.0;WhatsApp;Rafaela
372;2024-08-06;167;72;2;762.45;1524.9;0.0;Online;Ana Paula
373;2023-09-23;490;52;1;464.07;464.07;0.0;WhatsApp;Vitor
374;2025-05-06;395;105;1;508.97;483.52;0.05;Online;Juliana
375;2025-08-13;339;8;1;536.49;536.49;0.0;Loja Física;Ana Paula
376;2025-04-04;463;97;1;741.2;630.02;0.15;Loja Física;Ana Paula
377;2025-09-15;77;58;4;824.45;2968.02;0.1;Online;Juliana
378;2025-06-14;296;58;1;824.45;824.45;0.0;Loja Física;Carlos
379;2023-10-11;154;73;4;733.04;2345.73;0.2;WhatsApp;Marcos
380;2024-06-09;368;118;1;700.37;700.37;0.0;Loja Física;Rafaela
381;2022-01-17;314;66;1;712.86;677.22;0.05;Loja Física;Marcos
382;2022-05-08;190;116;1;163.51;147.16;0.1;Loja Física;Vitor
383;2025-02-20;421;46;3;739.41;2218.23;0.0;Online;Vitor
384;2023-04-27;222;90;2;397.67;715.81;0.1;Online;Carlos
385;2023-10-14;365;49;3;940.61;2680.74;0.05;Online;Juliana
386;2025-01-21;109;85;2;347.91;695.82;0.0;Online;Ana Paula
387;2023-01-21;285;50;2;443.44;709.5;0.2;Online;Juliana
388;2022-11-12;148;112;3;233.92;596.5;0.15;Loja Física;Ana Paula
389;2022-01-24;37;83;1;699.75;699.75;0.0;Loja Física;Carlos
390;2024-09-23;337;56;1;969.82;969.82;0.0;Loja Física;Ana Paula
391;2025-08-08;413;54;1;484.23;387.38;0.2;Online;Carlos
392;2025-05-22;477;55;5;712.0;3204.0;0.1;Loja Física;Juliana
393;2024-11-09;218;71;4;639.85;2047.52;0.2;Online;Juliana
394;2023-12-29;116;24;1;437.72;415.83;0.05;WhatsApp;Vitor
395;2025-03-29;256;109;2;324.39;551.46;0.15;Loja Física;Carlos
396;2024-10-24;138;53;4;288.06;1037.02;0.1;WhatsApp;Marcos
397;2022-03-10;20;73;1;733.04;696.39;0.05;WhatsApp;Marcos
398;2022-08-20;298;62;1;524.4;445.74;0.15;Loja Física;Ana Paula
399;2024-12-14;440;97;4;741.2;2371.84;0.2;Online;Juliana
400;2024-11-24;41;67;1;497.56;447.8;0.1;Loja Física;Ana Paula
401;2024-08-25;323;95;2;51.84;88.13;0.15;WhatsApp;Vitor
402;2025-07-21;277;103;1;312.55;281.3;0.1;Online;Rafaela
403;2022-04-19;463;44;4;138.43;498.35;0.1;Loja Física;Juliana
404;2024-07-18;263;116;5;163.51;776.67;0.05;WhatsApp;Carlos
405;2023-11-10;216;46;4;739.41;2366.11;0.2;Online;Marcos
406;2022-12-10;19;89;1;576.13;518.52;0.1;WhatsApp;Marcos
407;2025-02-28;134;8;3;536.49;1368.05;0.15;Online;Rafaela
408;2022-12-13;294;7;3;588.57;1500.85;0.15;Online;Carlos
409;2025-07-02;14;37;1;133.56;126.88;0.05;Loja Física;Ana Paula
410;2024-11-01;40;109;3;324.39;778.54;0.2;Online;Marcos
411;2022-09-29;316;36;1;34.61;34.61;0.0;Online;Vitor
412;2022-08-17;310;23;1;71.03;63.93;0.1;WhatsApp;Ana Paula
413;2025-09-11;229;48;1;46.76;37.41;0.2;Loja Física;Marcos
414;2023-04-29;249;24;1;437.72;350.18;0.2;WhatsApp;Vitor
415;2023-12-04;44;19;1;451.86;406.67;0.1;Loja Física;Juliana
416;2024-04-25;395;50;2;443.44;886.88;0.0;WhatsApp;Juliana
417;2025-07-29;86;27;1;148.73;133.86;0.1;WhatsApp;Marcos
418;2022-04-22;329;34;2;895.99;1433.58;0.2;Loja Física;Vitor
419;2022-12-10;238;52;1;464.07;440.87;0.05;Online;Juliana
420;2024-12-26;120;49;1;940.61;799.52;0.15;WhatsApp;Juliana
421;2024-08-29;135;19;1;451.86;406.67;0.1;Online;Vitor
422;2023-08-15;475;103;2;312.55;593.84;0.05;Online;Carlos
423;2023-10-09;493;68;1;549.39;466.98;0.15;Loja Física;Vitor
424;2024-12-24;327;46;2;739.41;1183.06;0.2;Online;Rafaela
425;2025-08-28;440;35;3;64.2;192.6;0.0;Online;Marcos
426;2022-07-21;131;84;2;249.04;448.27;0.1;Online;Juliana
427;2025-10-14;384;31;1;310.86;264.23;0.15;WhatsApp;Rafaela
428;2023-02-04;267;44;1;138.43;117.67;0.15;WhatsApp;Ana Paula
429;2023-10-04;281;2;3;244.27;622.89;0.15;Loja Física;Vitor
430;2022-01-25;211;13;1;533.84;480.46;0.1;Loja Física;Carlos
431;2024-07-02;180;29;3;483.61;1233.21;0.15;Online;Marcos
432;2023-01-31;18;4;1;912.02;820.82;0.1;Loja Física;Vitor
433;2025-05-01;337;115;4;545.26;1744.83;0.2;Loja Física;Rafaela
434;2025-07-30;63;91;2;566.07;1132.14;0.0;Loja Física;Rafaela
435;2022-09-24;193;85;5;347.91;1391.64;0.2;WhatsApp;Rafaela
436;2023-01-14;459;15;1;1028.53;874.25;0.15;Loja Física;Marcos
437;2023-08-27;240;85;2;347.91;695.82;0.0;WhatsApp;Juliana
438;2023-07-21;394;55;1;712.0;605.2;0.15;WhatsApp;Marcos
439;2023-06-12;83;100;1;55.07;55.07;0.0;Online;Vitor
440;2024-02-23;199;43;2;254.31;508.62;0.0;Online;Marcos
441;2022-12-31;226;9;3;481.94;1373.53;0.05;Loja Física;Rafaela
442;2024-03-15;92;83;5;699.75;3323.81;0.05;Loja Física;Ana Paula
443;2025-01-12;394;56;2;969.82;1939.64;0.0;WhatsApp;Carlos
444;2022-08-06;468;57;1;62.37;53.01;0.15;Online;Vitor
445;2022-03-13;38;10;1;532.77;479.49;0.1;WhatsApp;Marcos
446;2024-07-02;10;115;2;545.26;1035.99;0.05;Loja Física;Carlos
447;2025-08-04;1;120;1;702.03;702.03;0.0;WhatsApp;Juliana
448;2023-06-30;78;90;1;397.67;397.67;0.0;Online;Rafaela
449;2022-01-08;264;91;1;566.07;452.86;0.2;Online;Juliana
450;2024-06-12;207;109;1;324.39;275.73;0.15;Loja Física;Rafaela
451;2023-04-08;2;50;1;443.44;376.92;0.15;Online;Vitor
452;2025-03-07;275;120;1;702.03;702.03;0.0;Online;Carlos
453;2023-09-13;206;8;1;536.49;456.02;0.15;WhatsApp;Vitor
454;2024-01-19;274;110;1;151.04;151.04;0.0;Loja Física;Juliana
455;2023-08-17;332;26;5;564.89;2824.45;0.0;WhatsApp;Vitor
456;2024-02-26;339;25;1;591.1;591.1;0.0;WhatsApp;Juliana
457;2022-08-07;323;89;1;576.13;576.13;0.0;Online;Vitor
458;2025-07-19;225;95;2;51.84;103.68;0.0;Loja Física;Vitor
459;2023-01-31;13;93;1;485.32;436.79;0.1;Loja Física;Juliana
460;2024-03-07;33;102;4;377.13;1357.67;0.1;WhatsApp;Marcos
461;2024-10-20;274;107;2;742.12;1187.39;0.2;Online;Vitor
462;2022-03-17;174;8;1;536.49;536.49;0.0;WhatsApp;Vitor
463;2024-04-10;61;28;1;735.51;588.41;0.2;WhatsApp;Carlos
464;2024-12-07;235;87;3;75.86;182.06;0.2;WhatsApp;Ana Paula
465;2025-04-01;120;119;4;871.75;3487.0;0.0;Loja Física;Carlos
466;2022-10-17;251;84;1;249.04;249.04;0.0;Online;Rafaela
467;2022-04-04;125;90;2;397.67;676.04;0.15;Loja Física;Vitor
468;2022-12-19;324;7;1;588.57;588.57;0.0;Loja Física;Juliana
469;2025-06-05;88;107;5;742.12;3339.54;0.1;Loja Física;Vitor
470;2022-08-22;255;77;1;224.32;179.46;0.2;WhatsApp;Ana Paula
471;2022-05-10;412;26;4;564.89;2146.58;0.05;Online;Carlos
472;2025-10-21;206;42;2;331.9;663.8;0.0;WhatsApp;Rafaela
473;2025-01-22;71;42;2;331.9;531.04;0.2;Loja Física;Vitor
474;2025-04-29;89;43;1;254.31;254.31;0.0;Loja Física;Marcos
475;2022-10-17;388;54;1;484.23;484.23;0.0;WhatsApp;Marcos
476;2025-02-07;85;57;1;62.37;62.37;0.0;WhatsApp;Vitor
477;2022-10-01;52;102;1;377.13;301.7;0.2;WhatsApp;Rafaela
478;2024-02-10;399;21;1;650.12;650.12;0.0;Online;Vitor
479;2022-01-14;4;23;2;71.03;142.06;0.0;WhatsApp;Carlos
480;2025-04-30;455;37;1;133.56;126.88;0.05;WhatsApp;Juliana
481;2022-09-17;106;19;1;451.86;384.08;0.15;Online;Rafaela
482;2024-07-11;211;31;5;310.86;1554.3;0.0;WhatsApp;Carlos
483;2022-03-19;306;24;3;437.72;1116.19;0.15;Online;Rafaela
484;2022-06-30;322;106;4;448.29;1434.53;0.2;Online;Marcos
485;2024-05-07;3;72;5;762.45;3812.25;0.0;Loja Física;Vitor
486;2024-12-21;49;80;1;263.63;263.63;0.0;WhatsApp;Rafaela
487;2023-03-26;238;99;1;538.22;457.49;0.15;WhatsApp;Ana Paula
488;2023-07-21;28;25;2;591.1;1182.2;0.0;Loja Física;Carlos
489;2024-08-29;255;23;2;71.03;142.06;0.0;WhatsApp;Vitor
490;2022-04-21;331;47;1;783.17;783.17;0.0;Loja Física;Juliana
491;2023-05-30;172;79;3;335.57;805.37;0.2;Online;Vitor
492;2022-08-02;380;7;1;588.57;529.71;0.1;Loja Física;Ana Paula
493;2022-03-01;249;66;1;712.86;712.86;0.0;Loja Física;Ana Paula
494;2024-06-29;304;75;1;713.73;713.73;0.0;Online;Ana Paula
495;2025-10-18;460;42;1;331.9;331.9;0.0;Loja Física;Marcos
496;2023-04-12;51;31;1;310.86;264.23;0.15;Online;Ana Paula
497;2024-02-09;457;29;1;483.61;483.61;0.0;Online;Rafaela
498;2024-09-19;28;114;3;753.84;2148.44;0.05;Loja Física;Ana Paula
499;2025-06-02;233;23;1;71.03;67.48;0.05;Online;Ana Paula
500;2024-07-26;369;25;1;591.1;502.44;0.15;Online;Marcos
501;2023-02-19;172;17;3;31.01;93.03;0.0;WhatsApp;Rafaela
502;2022-05-03;144;18;4;792.93;3171.72;0.0;Online;Juliana
503;2024-05-06;88;98;3;224.43;673.29;0.0;Loja Física;Marcos
504;2025-05-21;81;102;3;377.13;905.11;0.2;WhatsApp;Rafaela
505;2022-12-15;296;71;2;639.85;1023.76;0.2;Loja Física;Vitor
506;2024-04-23;439;67;1;497.56;472.68;0.05;Loja Física;Rafaela
507;2024-08-27;429;60;1;617.76;617.76;0.0;Loja Física;Carlos
508;2024-05-26;377;112;1;233.92;233.92;0.0;Loja Física;Marcos
509;2024-06-08;297;29;1;483.61;435.25;0.1;Loja Física;Rafaela
510;2022-01-11;214;6;1;418.18;418.18;0.0;Online;Carlos
511;2024-10-29;18;55;2;712.0;1281.6;0.1;Online;Juliana
512;2022-07-20;232;64;1;475.77;475.77;0.0;Loja Física;Rafaela
513;2022-01-26;355;94;1;579.14;550.18;0.05;Loja Física;Ana Paula
514;2024-01-05;152;31;1;310.86;264.23;0.15;Loja Física;Vitor
515;2024-09-09;343;40;2;339.07;678.14;0.0;WhatsApp;Juliana
516;2025-03-14;383;75;1;713.73;713.73;0.0;Online;Juliana
517;2022-10-11;448;91;3;566.07;1613.3;0.05;Loja Física;Marcos
518;2025-07-07;238;91;1;566.07;481.16;0.15;Loja Física;Carlos
519;2022-05-25;198;115;1;545.26;463.47;0.15;Online;Rafaela
520;2022-03-08;152;55;1;712.0;569.6;0.2;Online;Carlos
521;2025-06-08;278;74;3;715.59;1717.42;0.2;Loja Física;Carlos
522;2022-06-15;318;113;1;808.81;808.81;0.0;WhatsApp;Vitor
523;2024-11-20;485;117;2;160.53;272.9;0.15;Online;Vitor
524;2022-08-16;197;47;1;783.17;744.01;0.05;WhatsApp;Vitor
525;2024-01-19;188;23;1;71.03;60.38;0.15;WhatsApp;Carlos
526;2022-05-18;288;91;3;566.07;1358.57;0.2;Loja Física;Ana Paula
527;2023-11-17;123;70;2;1031.73;2063.46;0.0;WhatsApp;Juliana
528;2025-04-03;447;90;2;397.67;795.34;0.0;WhatsApp;Ana Paula
529;2023-10-19;181;115;3;545.26;1635.78;0.0;WhatsApp;Carlos
530;2024-05-16;142;7;3;588.57;1765.71;0.0;Online;Marcos
531;2024-07-15;249;65;2;949.03;1708.25;0.1;Loja Física;Juliana
532;2024-12-25;348;106;3;448.29;1210.38;0.1;Online;Juliana
533;2025-06-25;189;103;2;312.55;531.34;0.15;WhatsApp;Vitor
534;2023-01-21;457;114;2;753.84;1432.3;0.05;Loja Física;Vitor
535;2024-03-11;460;23;2;71.03;142.06;0.0;Loja Física;Vitor
536;2022-12-04;142;15;2;1028.53;1748.5;0.15;Loja Física;Juliana
537;2022-11-05;448;27;1;148.73;133.86;0.1;WhatsApp;Vitor
538;2023-08-24;214;88;3;470.06;1269.16;0.1;Loja Física;Juliana
539;2023-12-12;216;57;3;62.37;159.04;0.15;WhatsApp;Vitor
540;2023-08-21;97;9;1;481.94;481.94;0.0;Loja Física;Rafaela
541;2025-08-13;172;53;3;288.06;777.76;0.1;Online;Carlos
542;2025-08-16;403;42;1;331.9;315.3;0.05;WhatsApp;Carlos
543;2024-12-21;432;71;1;639.85;607.86;0.05;Online;Marcos
544;2025-03-07;68;115;2;545.26;872.42;0.2;Online;Ana Paula
545;2023-06-17;117;62;1;524.4;524.4;0.0;Online;Vitor
546;2022-10-31;181;37;3;133.56;380.65;0.05;Loja Física;Rafaela
547;2022-11-26;365;69;3;446.95;1340.85;0.0;Loja Física;Ana Paula
548;2025-09-26;407;20;1;785.51;785.51;0.0;Loja Física;Vitor
549;2022-03-26;163;74;1;715.59;715.59;0.0;Online;Marcos
550;2024-01-28;95;27;1;148.73;133.86;0.1;WhatsApp;Vitor
551;2025-09-25;163;45;2;817.06;1634.12;0.0;Online;Juliana
552;2025-01-10;500;21;5;650.12;2925.54;0.1;Online;Vitor
553;2022-02-21;208;120;2;702.03;1333.86;0.05;Loja Física;Juliana
554;2023-10-18;80;1;1;43.66;37.11;0.15;WhatsApp;Rafaela
555;2023-11-10;332;91;2;566.07;1132.14;0.0;Online;Marcos
556;2025-03-20;342;19;1;451.86;361.49;0.2;WhatsApp;Carlos
557;2024-06-24;174;89;2;576.13;1152.26;0.0;WhatsApp;Juliana
558;2022-03-24;72;87;1;75.86;68.27;0.1;Loja Física;Marcos
559;2022-02-20;206;80;2;263.63;421.81;0.2;Loja Física;Juliana
560;2024-01-02;48;42;1;331.9;331.9;0.0;WhatsApp;Carlos
561;2023-02-04;299;68;5;549.39;2746.95;0.0;Online;Ana Paula
562;2022-02-16;43;69;1;446.95;357.56;0.2;Online;Carlos
563;2025-10-07;491;12;2;809.97;1457.95;0.1;Online;Ana Paula
564;2024-10-01;163;78;4;129.82;467.35;0.1;WhatsApp;Vitor
565;2025-09-27;185;51;1;180.13;180.13;0.0;WhatsApp;Juliana
566;2024-01-28;198;48;4;46.76;187.04;0.0;Online;Marcos
567;2023-12-21;158;58;2;824.45;1319.12;0.2;WhatsApp;Vitor
568;2023-03-18;373;114;1;753.84;716.15;0.05;WhatsApp;Juliana
569;2024-06-25;148;21;1;650.12;520.1;0.2;WhatsApp;Juliana
570;2024-04-28;72;107;2;742.12;1335.82;0.1;WhatsApp;Vitor
571;2022-10-22;107;39;1;82.79;78.65;0.05;WhatsApp;Marcos
572;2022-05-16;478;76;1;392.72;314.18;0.2;Online;Vitor
573;2022-01-14;210;82;1;596.59;596.59;0.0;Online;Ana Paula
574;2025-02-12;237;91;2;566.07;1018.93;0.1;Loja Física;Ana Paula
575;2023-01-16;427;49;1;940.61;940.61;0.0;WhatsApp;Juliana
576;2022-03-28;422;106;3;448.29;1344.87;0.0;WhatsApp;Marcos
577;2024-10-08;287;95;5;51.84;246.24;0.05;Loja Física;Vitor
578;2022-01-06;79;34;5;895.99;4479.95;0.0;WhatsApp;Carlos
579;2024-08-25;64;84;2;249.04;423.37;0.15;Online;Juliana
580;2023-01-03;252;117;1;160.53;136.45;0.15;WhatsApp;Ana Paula
581;2022-02-28;62;98;2;224.43;448.86;0.0;Online;Vitor
582;2025-05-11;382;47;1;783.17;704.85;0.1;Online;Rafaela
583;2024-06-12;445;34;1;895.99;761.59;0.15;WhatsApp;Juliana
584;2022-09-02;192;66;1;712.86;605.93;0.15;WhatsApp;Vitor
585;2023-06-16;84;75;1;713.73;713.73;0.0;Loja Física;Marcos
586;2024-08-02;450;89;2;576.13;1152.26;0.0;Online;Ana Paula
587;2022-04-19;140;47;2;783.17;1488.02;0.05;WhatsApp;Marcos
588;2022-04-10;149;38;1;864.33;777.9;0.1;WhatsApp;Vitor
589;2024-11-18;100;99;1;538.22;457.49;0.15;Loja Física;Vitor
590;2025-05-11;386;22;5;253.6;1141.2;0.1;Online;Marcos
591;2023-09-09;139;88;1;470.06;399.55;0.15;WhatsApp;Marcos
592;2022-07-16;274;75;1;713.73;713.73;0.0;Loja Física;Vitor
593;2022-10-08;266;37;1;133.56;133.56;0.0;Online;Juliana
594;2023-11-28;472;117;2;160.53;321.06;0.0;Loja Física;Ana Paula
595;2022-11-13;258;29;2;483.61;773.78;0.2;Loja Física;Rafaela
596;2025-06-10;354;107;1;742.12;667.91;0.1;WhatsApp;Carlos
597;2025-02-02;360;97;1;741.2;592.96;0.2;Loja Física;Juliana
598;2024-08-01;470;10;2;532.77;1065.54;0.0;Loja Física;Vitor
599;2024-09-09;179;40;2;339.07;576.42;0.15;Online;Ana Paula
600;2024-06-24;456;77;1;224.32;201.89;0.1;Online;Ana Paula
601;2023-09-16;15;96;4;416.6;1333.12;0.2;Loja Física;Ana Paula
602;2022-09-21;439;89;1;576.13;576.13;0.0;WhatsApp;Ana Paula
603;2023-09-22;65;27;1;148.73;148.73;0.0;Loja Física;Juliana
604;2022-08-17;40;3;4;705.03;2256.1;0.2;Online;Juliana
605;2022-03-29;101;14;1;87.96;87.96;0.0;WhatsApp;Rafaela
606;2025-04-29;31;61;2;30.06;60.12;0.0;Online;Vitor
607;2022-05-16;155;86;1;485.34;485.34;0.0;Loja Física;Vitor
608;2025-05-17;106;76;1;392.72;392.72;0.0;Loja Física;Carlos
609;2023-12-21;15;12;5;809.97;4049.85;0.0;WhatsApp;Marcos
610;2025-04-02;179;46;1;739.41;739.41;0.0;WhatsApp;Carlos
611;2025-06-09;124;65;3;949.03;2562.38;0.1;Loja Física;Vitor
612;2025-03-30;391;2;1;244.27;219.84;0.1;Loja Física;Carlos
613;2023-01-28;494;37;1;133.56;133.56;0.0;WhatsApp;Vitor
614;2022-07-22;474;28;1;735.51;661.96;0.1;WhatsApp;Juliana
615;2024-01-21;358;76;2;392.72;785.44;0.0;Online;Carlos
616;2022-08-08;93;107;1;742.12;742.12;0.0;Online;Juliana
617;2023-03-15;264;30;3;123.93;353.2;0.05;Loja Física;Marcos
618;2022-09-11;239;15;1;1028.53;925.68;0.1;Loja Física;Juliana
619;2024-01-10;361;37;5;133.56;601.02;0.1;WhatsApp;Vitor
620;2022-06-18;168;64;1;475.77;475.77;0.0;Online;Marcos
621;2024-07-24;308;95;3;51.84;155.52;0.0;WhatsApp;Juliana
622;2023-04-08;284;53;2;288.06;576.12;0.0;Online;Ana Paula
623;2022-05-23;459;108;2;110.05;176.08;0.2;Online;Carlos
624;2024-01-23;92;2;3;244.27;622.89;0.15;Online;Carlos
625;2022-08-04;203;57;2;62.37;112.27;0.1;WhatsApp;Carlos
626;2022-06-24;62;19;2;451.86;858.53;0.05;Online;Carlos
627;2025-04-24;53;95;1;51.84;51.84;0.0;Loja Física;Marcos
628;2023-02-12;174;26;1;564.89;508.4;0.1;Online;Vitor
629;2023-04-22;430;55;4;712.0;2420.8;0.15;Online;Marcos
630;2025-04-06;304;35;2;64.2;102.72;0.2;WhatsApp;Juliana
631;2023-12-31;244;86;2;485.34;873.61;0.1;Online;Juliana
632;2024-11-13;143;19;1;451.86;361.49;0.2;Online;Vitor
633;2022-09-08;129;63;1;128.52;122.09;0.05;Loja Física;Carlos
634;2022-10-03;16;13;1;533.84;453.76;0.15;Loja Física;Vitor
635;2024-10-17;348;4;2;912.02;1824.04;0.0;Online;Rafaela
636;2025-10-23;168;20;1;785.51;785.51;0.0;WhatsApp;Rafaela
637;2022-07-17;390;10;1;532.77;452.85;0.15;WhatsApp;Juliana
638;2024-08-12;104;38;1;864.33;734.68;0.15;Online;Juliana
639;2024-10-30;134;70;1;1031.73;1031.73;0.0;WhatsApp;Rafaela
640;2022-02-06;488;98;1;224.43;224.43;0.0;Online;Vitor
641;2024-02-25;231;41;1;365.79;292.63;0.2;Online;Juliana
642;2024-07-30;19;5;2;677.34;1354.68;0.0;WhatsApp;Carlos
643;2023-09-13;453;91;1;566.07;566.07;0.0;Online;Juliana
644;2022-10-03;160;92;1;1013.22;962.56;0.05;Online;Vitor
645;2025-03-11;346;63;1;128.52;109.24;0.15;WhatsApp;Carlos
646;2025-01-09;293;61;1;30.06;28.56;0.05;WhatsApp;Ana Paula
647;2024-11-03;29;51;1;180.13;180.13;0.0;Online;Rafaela
648;2024-02-13;316;87;1;75.86;75.86;0.0;Online;Marcos
649;2022-05-06;15;76;2;392.72;785.44;0.0;Loja Física;Marcos
650;2023-12-16;415;95;1;51.84;46.66;0.1;Loja Física;Carlos
651;2023-11-30;195;13;2;533.84;1014.3;0.05;Online;Marcos
652;2024-04-23;180;8;3;536.49;1368.05;0.15;Loja Física;Ana Paula
653;2023-04-26;332;40;2;339.07;610.33;0.1;Loja Física;Carlos
654;2022-05-15;445;40;1;339.07;339.07;0.0;Online;Ana Paula
655;2022-02-10;276;42;1;331.9;331.9;0.0;Online;Carlos
656;2024-05-15;291;66;1;712.86;677.22;0.05;Online;Vitor
657;2024-08-19;302;3;1;705.03;705.03;0.0;Online;Rafaela
658;2024-03-10;166;74;5;715.59;3577.95;0.0;Online;Vitor
659;2025-10-14;106;44;1;138.43;131.51;0.05;WhatsApp;Carlos
660;2023-11-27;86;79;1;335.57;335.57;0.0;Online;Juliana
661;2023-02-18;255;82;2;596.59;954.54;0.2;Loja Física;Rafaela
662;2023-03-15;148;34;2;895.99;1791.98;0.0;Online;Rafaela
663;2024-04-03;412;29;1;483.61;435.25;0.1;WhatsApp;Vitor
664;2025-03-30;49;76;1;392.72;392.72;0.0;Online;Vitor
665;2025-03-06;411;68;1;549.39;521.92;0.05;Online;Ana Paula
666;2023-12-13;408;10;1;532.77;452.85;0.15;Online;Rafaela
667;2023-09-07;222;85;1;347.91;313.12;0.1;Online;Ana Paula
668;2024-04-28;206;33;1;108.85;97.96;0.1;WhatsApp;Juliana
669;2025-10-07;391;71;1;639.85;639.85;0.0;Loja Física;Carlos
670;2024-11-23;442;24;1;437.72;393.95;0.1;Online;Ana Paula
671;2025-09-15;493;106;1;448.29;381.05;0.15;Online;Marcos
672;2025-07-30;273;104;1;530.39;477.35;0.1;Online;Rafaela
673;2025-07-07;31;67;1;497.56;497.56;0.0;Online;Juliana
674;2022-10-30;124;20;2;785.51;1335.37;0.15;WhatsApp;Marcos
675;2024-06-10;211;41;3;365.79;877.9;0.2;Loja Física;Carlos
676;2023-02-21;434;53;1;288.06;288.06;0.0;Online;Carlos
677;2022-11-25;132;88;1;470.06;423.05;0.1;Loja Física;Juliana
678;2023-05-04;59;20;1;785.51;785.51;0.0;Loja Física;Ana Paula
679;2023-09-28;238;63;2;128.52;231.34;0.1;Online;Juliana
680;2025-08-17;464;5;2;677.34;1354.68;0.0;Loja Física;Marcos
681;2022-10-07;15;34;1;895.99;716.79;0.2;Online;Carlos
682;2025-02-01;91;83;4;699.75;2239.2;0.2;Loja Física;Carlos
683;2024-09-22;401;3;1;705.03;705.03;0.0;Loja Física;Marcos
684;2025-05-17;153;111;1;630.28;630.28;0.0;Online;Marcos
685;2025-10-07;337;114;2;753.84;1507.68;0.0;Online;Carlos
686;2022-10-15;121;15;3;1028.53;2777.03;0.1;WhatsApp;Rafaela
687;2022-09-05;268;86;2;485.34;776.54;0.2;WhatsApp;Rafaela
688;2023-05-31;255;114;3;753.84;2261.52;0.0;Loja Física;Rafaela
689;2022-09-08;396;104;1;530.39;530.39;0.0;Online;Rafaela
690;2024-03-09;413;96;3;416.6;1062.33;0.15;Loja Física;Juliana
691;2023-03-23;74;14;1;87.96;87.96;0.0;Loja Física;Marcos
692;2024-06-19;210;33;3;108.85;261.24;0.2;WhatsApp;Vitor
693;2024-10-01;274;48;1;46.76;39.75;0.15;Loja Física;Marcos
694;2025-01-22;217;61;3;30.06;76.65;0.15;Loja Física;Marcos
695;2022-10-24;186;61;1;30.06;25.55;0.15;Online;Marcos
696;2022-02-13;331;116;2;163.51;294.32;0.1;Loja Física;Carlos
697;2025-09-18;410;7;1;588.57;500.28;0.15;WhatsApp;Ana Paula
698;2023-06-03;283;50;2;443.44;886.88;0.0;WhatsApp;Carlos
699;2024-01-14;463;104;1;530.39;450.83;0.15;Loja Física;Rafaela
700;2023-04-30;440;57;1;62.37;59.25;0.05;Loja Física;Juliana
701;2023-06-08;155;12;1;809.97;647.98;0.2;Loja Física;Marcos
702;2023-03-07;441;114;1;753.84;753.84;0.0;Online;Carlos
703;2023-10-12;451;104;3;530.39;1272.94;0.2;WhatsApp;Juliana
704;2022-03-11;141;111;1;630.28;630.28;0.0;Online;Juliana
705;2024-04-25;475;108;5;110.05;550.25;0.0;WhatsApp;Juliana
706;2022-07-25;423;21;1;650.12;552.6;0.15;Online;Rafaela
707;2022-05-16;181;54;1;484.23;435.81;0.1;WhatsApp;Rafaela
708;2023-11-01;233;89;2;576.13;1152.26;0.0;Loja Física;Carlos
709;2025-08-06;95;81;2;437.64;831.52;0.05;WhatsApp;Ana Paula
710;2022-01-07;206;26;1;564.89;480.16;0.15;Online;Marcos
711;2025-03-25;43;15;1;1028.53;1028.53;0.0;Loja Física;Rafaela
712;2025-08-22;391;17;2;31.01;49.62;0.2;WhatsApp;Carlos
713;2024-04-20;406;41;1;365.79;347.5;0.05;Online;Carlos
714;2022-10-01;134;23;5;71.03;301.88;0.15;WhatsApp;Marcos
715;2023-08-01;102;11;5;365.47;1735.98;0.05;Online;Ana Paula
716;2024-03-16;449;49;2;940.61;1504.98;0.2;WhatsApp;Ana Paula
717;2022-02-12;486;3;1;705.03;634.53;0.1;WhatsApp;Rafaela
718;2025-07-07;118;117;2;160.53;321.06;0.0;Online;Ana Paula
719;2023-06-21;360;110;1;151.04;151.04;0.0;Loja Física;Juliana
720;2025-06-19;220;77;1;224.32;224.32;0.0;Loja Física;Vitor
721;2024-01-24;88;73;1;733.04;733.04;0.0;Loja Física;Carlos
722;2024-12-12;223;99;1;538.22;511.31;0.05;WhatsApp;Juliana
723;2022-08-31;115;92;3;1013.22;3039.66;0.0;Loja Física;Marcos
724;2023-08-13;383;64;2;475.77;903.96;0.05;Loja Física;Juliana
725;2023-02-28;308;28;2;735.51;1176.82;0.2;Online;Carlos
726;2025-10-18;97;54;1;484.23;484.23;0.0;Online;Ana Paula
727;2022-02-28;149;34;1;895.99;895.99;0.0;WhatsApp;Juliana
728;2023-05-24;190;75;1;713.73;606.67;0.15;WhatsApp;Juliana
729;2022-06-25;6;61;5;30.06;150.3;0.0;Online;Carlos
730;2024-03-25;352;28;1;735.51;625.18;0.15;Online;Carlos
